,Nº,NJ,Denominación,"%
Producción
Total","Cantidad
de
Juicios ","%
(Créditos/
Activos)","%
[(Dispon.+ Invers.) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers. + Inmuebles) /
Deudas c/Aseg.]","%
[(Dispon.+ Invers.+ Inmueb.) /
(Deudas c/Aseg.+ Comp.Técn.)]","% 
(Inversiones + Inmuebles) /
Activos","%
Superávit /
Capital Requerido","[(Dispon.+ Invers.) /
Compromisos Exigibles]",Fecha,Categoría,% Mercado
31,32.0,A,TERRITORIAL VIDA,0.0009543595442113005,0.0,28.42112689978472,0.0,0.0,0.0,60.33181650306015,47.17671111111111,0.0,06-2018,Seguros de Vida,0.03
32,33.0,A,TRES PROVINCIAS,0.06826504810217925,7.0,64.17176259894399,66.48123275560451,66.48123275560451,92.13077256374366,1.040743694753079,-11.274917434988009,3.0504216055174367,06-2018,Seguros de Vida,1.86
33,34.0,E,ZURICH INTERNATIONAL LIFE,0.4539053762434487,37.0,3.021403436930929,0.0,0.0,104.78966151367513,96.71762231427262,1.3194921708212304,867.5503856644387,06-2018,Seguros de Vida,12.38
34,1.0,A,ANTICIPAR,0.009310132931492642,0.0,18.798231717937448,337.9715723496805,737.8931870624419,737.8931870624419,78.32409325780259,16.169044444444445,0.0,03-2018,Seguros de Vida,0.27
35,2.0,A,ASV,0.07089952597747083,31.0,51.32260855630724,249.0475098898131,249.0475098898131,232.33982068443262,31.329347134298608,11.481973080327755,2.5141974489475363,03-2018,Seguros de Vida,2.04
36,3.0,A,BHN VIDA,0.4619073192623277,22.0,13.269925026874887,932.1189707307345,932.1189707307345,574.6315657098124,86.0553320339765,238.15792021051146,5.98929925444789,03-2018,Seguros de Vida,13.29
37,4.0,A,BINARIA VIDA,0.22655582244605746,21.0,7.498181390848717,0.0,0.0,187.40011622769757,89.440736945591,294.2816509725689,48.77529176288804,03-2018,Seguros de Vida,6.52
38,5.0,A,BONACORSI,0.015866910701586433,0.0,13.691689439525309,0.0,0.0,673.9775234808027,57.08863847320441,204.9744400812282,17.27660485804763,03-2018,Seguros de Vida,0.46
39,6.0,O,CAJA DE PREVISIÓN,0.009807034151625803,0.0,1.6155663463103143,0.0,0.0,0.0,96.55308124418906,0.0,0.0,03-2018,Seguros de Vida,0.28
40,7.0,A,CERTEZA,0.025766674236348402,0.0,17.57720415554677,0.0,0.0,0.0,70.73369609067225,196.67674310327433,111.98380154786312,03-2018,Seguros de Vida,0.74
41,8.0,A,CRUZ SUIZA,0.012485699246776678,0.0,44.31997529852947,0.0,0.0,341.3150326236264,45.382697414554194,35.61392222222222,0.0,03-2018,Seguros de Vida,0.36
42,9.0,A,DIGNA,0.0001542945059540366,0.0,5.469436823863662,0.0,0.0,0.0,93.60308955535453,25.175056410256406,0.0,03-2018,Seguros de Vida,0.0
43,10.0,A,FEDERADA,0.0015627594380939378,0.0,14.64075057316618,0.0,0.0,540.601072884241,84.75858869232181,38.826123076923075,0.0,03-2018,Seguros de Vida,0.04
44,11.0,A,FOMS,1.1924047497037529e-06,0.0,1.9003411804737171,0.0,0.0,0.0,96.88404767633676,174.21196666666668,0.0,03-2018,Seguros de Vida,0.0
45,12.0,A,GALENO LIFE,0.03597717707412015,0.0,32.373116377517,614.8139183885695,614.8139183885695,335.6619106445171,65.21379103650173,28.637787654320988,41.19860136989381,03-2018,Seguros de Vida,1.03
46,13.0,A,HSBC VIDA,0.359413549549498,135.0,6.562593679358788,0.0,0.0,126.27104628935342,92.64791172937466,141.00395055452793,117.59478546424197,03-2018,Seguros de Vida,10.34
47,14.0,A,INSTITUTO SALTA,0.16206025113350095,13.0,18.19351908936507,970.2626083347848,0.0,760.9875111696809,72.67284232080705,167.4849000255323,23.082455705854304,03-2018,Seguros de Vida,4.66
48,15.0,A,INTERNACIONAL,0.0,135.0,4.35293607104976,328.3675286348052,328.3675286348052,328.3675286348052,95.28250527345716,619.1004583333333,0.0,03-2018,Seguros de Vida,0.0
49,16.0,A,MAÑANA,0.1341387151127459,0.0,47.45455527141591,144.42986757986617,155.2865194504673,166.5445985956373,12.336834522397812,-11.148337878566643,5.408640126915693,03-2018,Seguros de Vida,3.86
50,17.0,A,MAPFRE VIDA,0.15725584779985963,223.0,38.63074334843404,167.46252299720263,167.46252299720263,110.86922757052982,60.38031625338388,31.06455421143649,5.27450687919879,03-2018,Seguros de Vida,4.52
51,18.0,A,NSA,-1.2547138619212331e-05,0.0,4.447622778107005,0.0,0.0,0.0,94.56579935479168,12.811066666666667,0.0,03-2018,Seguros de Vida,-0.0
52,19.0,A,OMINT,5.276663948332986e-07,0.0,2.2236746657604742,0.0,0.0,0.0,85.22025483791312,19.583258333333333,0.0,03-2018,Seguros de Vida,0.0
53,20.0,A,PEUGEOT CITROËN,0.09061789593375909,0.0,29.08376898125045,390.2931216565686,390.2931216565686,390.2931216565686,70.40577551127721,75.4573853353523,18.928076490523885,03-2018,Seguros de Vida,2.61
54,21.0,A,PIEVE,0.048508786531983844,0.0,8.358709295839367,418.1320799550685,418.1320799550685,278.80434595020347,73.90777610271898,33.83620832381311,0.0,03-2018,Seguros de Vida,1.4
55,22.0,A,PLENARIA,0.10231502989865157,0.0,4.216485250111256,279.2163132050927,283.8273889239163,274.9696146665652,93.75954500831243,131.67400156177433,557.3665493278305,03-2018,Seguros de Vida,2.94
56,23.0,A,POR VIDA,0.0,0.0,0.522333447874534,0.0,0.0,0.0,24.917401796399044,1.670588888888889,16.732132947685272,03-2018,Seguros de Vida,0.0
57,24.0,A,PREVISORA,0.0010038179932165272,0.0,0.36510991883541777,0.0,0.0,0.0,14.364897300530064,31.699666666666666,45.03198133701985,03-2018,Seguros de Vida,0.03
58,25.0,A,PROVINCIA VIDA,0.16078971940999667,7.0,2.53516634991196,0.0,0.0,141.66628954631838,96.96359710444587,69.2237845774786,774.2036800775504,03-2018,Seguros de Vida,4.62
59,26.0,A,PRUDENTIAL,0.5088383028096891,10.0,1.9309872261175753,0.0,0.0,122.53552855489787,95.41128065008826,124.47440621360786,72.99050502175791,03-2018,Seguros de Vida,14.64
60,27.0,A,SAN GERMAN,0.002320461290156199,0.0,55.64325046852873,0.0,0.0,0.0,2.452092997525731,3.7739777777777777,0.0,03-2018,Seguros de Vida,0.07
61,28.0,A,SAN PATRICIO,0.0,2.0,2.495257766304012,0.0,0.0,0.0,79.30671281259745,104.25352222222222,0.0,03-2018,Seguros de Vida,0.0
62,29.0,A,SANTA LUCIA,0.007705930049103813,0.0,37.573745581547385,764.8546040994081,0.0,257.95976813728413,60.014857583738326,77.53943333333333,34.71327176244176,03-2018,Seguros de Vida,0.22
63,30.0,A,SANTÍSIMA TRINIDAD,0.005699517197417402,0.0,2.9557979729354162,0.0,0.0,0.0,86.65173268271941,14.819611111111112,62.44922208363422,03-2018,Seguros de Vida,0.16
64,31.0,A,SEGUNDA PERSONAS,0.2044434547212765,177.0,39.07076506541101,201.77437586407572,201.77437586407572,110.55186368557406,56.35246842024756,200.17274466127492,176.09890438638374,03-2018,Seguros de Vida,5.88
65,32.0,A,SENTIR,0.028306150640751815,0.0,20.615220798559292,0.0,0.0,0.0,1.1899470787771684,206.3234611111111,0.0,03-2018,Seguros de Vida,0.81
66,33.0,A,SMG VIDA,0.2863696835768361,182.0,10.087960352542256,990.1990666378831,0.0,207.9430666303287,83.80190518026622,63.91946420679056,20.842986833886886,03-2018,Seguros de Vida,8.24
67,34.0,A,TERRITORIAL VIDA,0.0009355699047482338,0.0,21.179277117959984,0.0,0.0,0.0,67.67917915717146,41.795544444444445,230.69838270438504,03-2018,Seguros de Vida,0.03
68,35.0,A,TRES PROVINCIAS,0.06799597027352614,7.0,58.59102505043927,52.29915035713309,52.29915035713309,95.70599238002949,1.2058107752900202,1.2226583787502343,1.5240725651298068,03-2018,Seguros de Vida,1.96
69,36.0,E,ZURICH INTERNATIONAL LIFE,0.2775822351415938,38.0,3.8102291514120985,0.0,0.0,106.07014049772646,95.98192196963811,48.18495123272134,527.3199274487602,03-2018,Seguros de Vida,7.98
70,1.0,A,ANTICIPAR,0.0093488249623261,0.0,17.0565471641389,371.011955781988,808.4048877255422,808.4048877255422,75.7255500972938,19.2289,76.4260762173606,12-2017,Seguros de Vida,0.2
71,2.0,A,ASV,0.0697769496375234,31.0,37.263220468249,290.67961046867373,290.67961046867373,282.40874677545264,48.4077772767248,11.1926283972694,5.51761961165265,12-2017,Seguros de Vida,1.52
72,3.0,A,BHN VIDA,0.463715270254496,21.0,16.2458959351198,806.4935028775217,806.4935028775217,502.80234779757933,82.8154784862918,148.258809964317,4.77331894186722,12-2017,Seguros de Vida,10.08
73,4.0,A,BINARIA VIDA,0.21997246656896,22.0,6.5643282152134,0.0,0.0,197.48717060351666,91.8186193866285,324.672517138563,68.2927587224796,12-2017,Seguros de Vida,4.78
74,5.0,A,BONACORSI,0.0153119245128162,0.0,19.1896369004715,0.0,0.0,553.9965329318368,50.0910143854063,254.743977777778,13.4591772819982,12-2017,Seguros de Vida,0.33
75,6.0,O,CAJA DE PREVISIÓN,0.00895881631702826,0.0,4.51593093570724,0.0,0.0,0.0,92.7011357964811,0.0,0.0,12-2017,Seguros de Vida,0.19
76,7.0,A,CERTEZA,0.0252792800982136,1.0,11.7625626383933,0.0,0.0,0.0,72.2091500624762,148.20521057078,101.338530765752,12-2017,Seguros de Vida,0.55
77,8.0,A,CRUZ SUIZA,0.0128652056797629,0.0,35.9894899976227,869.122351294734,869.122351294734,361.08071556749104,54.933103538357,22.9414333333333,0.0,12-2017,Seguros de Vida,0.28
78,9.0,A,DIGNA,0.000171600682206879,0.0,3.95905606199522,0.0,0.0,0.0,94.103268498888,31.7957743589744,0.0,12-2017,Seguros de Vida,0.0
79,10.0,A,FEDERADA,0.00146093284592377,0.0,13.5369390142078,0.0,0.0,587.7644068847243,86.1654909450968,33.1233743589744,0.0,12-2017,Seguros de Vida,0.03
80,11.0,A,FOMS,1.67792674229171e-06,0.0,1.01759727789626,0.0,0.0,0.0,98.0774759985422,306.438044444444,0.0,12-2017,Seguros de Vida,0.0
81,12.0,A,GALENO LIFE,0.0213047925524762,9.0,20.2208454849737,0.0,0.0,524.206760099878,78.6549154956474,634.84277037037,73.3817649159836,12-2017,Seguros de Vida,0.46
82,13.0,A,GESTION,0.00265385700025058,0.0,4.33167607635994,0.0,0.0,0.0,88.3332751732253,7.92239166666667,383.352702597301,12-2017,Seguros de Vida,0.06
83,14.0,A,HSBC VIDA,0.355573616399764,143.0,6.21619976348557,0.0,0.0,127.34975663777912,92.9100465893442,126.134328167348,92.4235156336128,12-2017,Seguros de Vida,7.73
84,15.0,A,INSTITUTO SALTA,0.162690990307664,11.0,19.5431486643331,689.0858795236696,838.3065577740366,592.545740179716,69.3626298103132,129.847962315326,29.694418330278,12-2017,Seguros de Vida,3.54
85,16.0,A,INTERNACIONAL,0.0,135.0,5.01022493615585,314.30859601136535,314.30859601136535,314.30859601136535,94.4005745184524,779.850408333333,0.0,12-2017,Seguros de Vida,0.0
86,17.0,A,MAÑANA,0.122886138724642,0.0,34.0851114409148,235.05911051933657,249.4857102674646,260.41690470834953,27.0194823706971,1.27466616550247,103.713323379158,12-2017,Seguros de Vida,2.67
87,18.0,A,MAPFRE VIDA,0.153992995283962,227.0,40.1303841484612,173.8903883200307,173.8903883200307,111.96924250517166,58.8944314285698,23.0124453965193,4.32543391164153,12-2017,Seguros de Vida,3.35
88,19.0,A,NSA,-1.92202822960702e-05,0.0,3.88079724204097,0.0,0.0,0.0,95.6328428473197,9.25842222222222,0.0,12-2017,Seguros de Vida,-0.0
89,20.0,A,OMINT,8.08303580173749e-07,0.0,1.25876863043879,0.0,0.0,0.0,96.6646504964511,15.7820833333333,726.090330527612,12-2017,Seguros de Vida,0.0
90,21.0,A,PEUGEOT CITROËN,0.0894331788560032,0.0,39.6056142104223,293.59694399270694,293.59694399270694,293.59694399270694,59.5894694309722,41.8155071507326,6.83162710146967,12-2017,Seguros de Vida,1.94
91,22.0,A,PIEVE,0.0460583860685792,0.0,9.08073827387318,379.82855243672606,440.6218579392266,249.7387130255823,78.1017050915442,13.5093438836579,0.0,12-2017,Seguros de Vida,1.0
92,23.0,A,PLENARIA,0.104683998715107,0.0,3.24833506137214,236.45306569081123,241.16573458321034,233.42289305646258,95.0027858165994,91.8774825611671,588.4446309896,12-2017,Seguros de Vida,2.27
93,24.0,A,POR VIDA,0.0,0.0,0.525113364832248,0.0,0.0,0.0,25.8208165091329,-2.15255555555556,17.4540041456341,12-2017,Seguros de Vida,0.0
94,25.0,A,PREVISORA,0.000963805704256263,0.0,0.393320287657118,0.0,0.0,0.0,13.5936181503423,24.8325777777778,45.9615920664701,12-2017,Seguros de Vida,0.02
95,26.0,A,PROVINCIA VIDA,0.157341828605497,8.0,2.44469378145067,0.0,0.0,139.10987317416462,96.8633733816275,41.0072095275853,859.607024343949,12-2017,Seguros de Vida,3.42
96,27.0,A,PRUDENTIAL,0.508269542723058,9.0,2.20586768389418,0.0,0.0,128.10376532985543,95.0637286864339,153.072187560112,63.253188353686,12-2017,Seguros de Vida,11.04
97,28.0,A,SAN GERMAN,0.00231631871601577,0.0,58.4870069291726,0.0,0.0,0.0,2.52104842417502,9.22975555555555,0.0,12-2017,Seguros de Vida,0.05
98,29.0,A,SAN PATRICIO,0.0,2.0,2.45512123416547,0.0,0.0,0.0,80.0329243737003,13.1618777777778,0.0,12-2017,Seguros de Vida,0.0
99,30.0,A,SANTA LUCIA,0.00851790684420927,0.0,38.9585923137147,0.0,0.0,202.10503937818376,58.8658377741066,70.4346888888889,29.4329617488626,12-2017,Seguros de Vida,0.19
100,31.0,A,SANTÍSIMA TRINIDAD,0.00531730091453483,0.0,4.07665155101324,932.6230072757553,0.0,0.0,89.4887387011918,5.94705555555556,0.0,12-2017,Seguros de Vida,0.12
101,32.0,A,SEGUNDA PERSONAS,0.193697441316364,188.0,37.4012086135615,210.55873496762123,210.55873496762123,116.91248762350024,57.7428997945596,209.994163021031,495.728817751363,12-2017,Seguros de Vida,4.21
102,33.0,A,SENTIR,0.0286359121556708,0.0,20.0289125932032,0.0,0.0,0.0,1.1402039009078,202.95085,0.0,12-2017,Seguros de Vida,0.62
103,34.0,A,SMG VIDA,0.281173287967692,194.0,8.93464430024943,0.0,0.0,235.75336906500496,85.773752492741,191.555188879838,26.626602615889,12-2017,Seguros de Vida,6.11
104,35.0,A,TERRITORIAL VIDA,0.000946226185319488,0.0,10.8610171614236,0.0,0.0,0.0,69.2194779346518,1.04716666666667,33.6522281455822,12-2017,Seguros de Vida,0.02
105,36.0,A,TRES PROVINCIAS,0.067176080808139,9.0,55.372633275216,67.52339485022453,67.52339485022453,111.18030890475465,1.2483883414426,2.96044683424327,1.75465292334867,12-2017,Seguros de Vida,1.46
106,37.0,E,ZURICH INTERNATIONAL LIFE,1.46166577844689,42.0,3.39864345872389,0.0,0.0,106.29978735558163,96.3419882438816,40.1019907187015,441.019449553962,12-2017,Seguros de Vida,31.76
107,1.0,A,ANTICIPAR,0.00936827320335942,0.0,17.9330519883358,337.548746961569,819.173648092708,819.173648092708,78.9121201346902,0.405233333333333,0.0,09-2017,Seguros de Vida,0.18
108,2.0,A,ASV,0.0691154230855195,31.0,41.5143892971828,256.397273700494,256.397273700494,247.055884123918,46.2720154355605,1.17564839850422,6.40200281315994,09-2017,Seguros de Vida,1.32
109,3.0,A,BHN VIDA,0.440618538357537,21.0,9.89358678367035,0.0,0.0,802.528127556884,89.4424500310637,112.10541381947,1.38685875347079,09-2017,Seguros de Vida,8.39
110,4.0,A,BINARIA VIDA,0.214209242483739,20.0,9.04497049841769,0.0,0.0,197.06083879432,90.1105073182296,412.430893966153,39.7228490361623,09-2017,Seguros de Vida,4.08
111,5.0,A,BONACORSI,0.0147833632273045,0.0,20.5736564156852,0.0,0.0,497.72713613416,48.0487279718093,559.387966666667,9.41061682984881,09-2017,Seguros de Vida,0.28
112,6.0,O,CAJA DE PREVISIÓN,0.00879991921238642,0.0,2.92877031211389,0.0,0.0,0.0,95.1184270224559,0.0,0.0,09-2017,Seguros de Vida,0.17
113,7.0,A,CERTEZA,0.0245662761266879,1.0,22.3408865283446,0.0,0.0,0.0,66.4106722352911,178.312865415377,83.8708663479798,09-2017,Seguros de Vida,0.47
114,8.0,A,CRUZ SUIZA,0.0134190886013104,0.0,42.4471640711589,823.190599221136,823.190599221136,308.152867332871,53.2572499693444,7.87915555555556,152.374809745603,09-2017,Seguros de Vida,0.26
115,9.0,A,DIGNA,0.000181622952179367,0.0,1.97021841873643,0.0,0.0,0.0,96.3092611190865,35.0426051282051,0.0,09-2017,Seguros de Vida,0.0
116,10.0,A,FEDERADA,0.00126848200347027,0.0,12.424260076117,0.0,0.0,633.743123191095,87.193228000495,34.4810564102564,0.0,09-2017,Seguros de Vida,0.02
117,11.0,A,FOMS,2.59766443098063e-06,0.0,0.19309136634688,0.0,0.0,0.0,97.0922046494945,475.336955555556,0.0,09-2017,Seguros de Vida,0.0
118,12.0,A,GALENO LIFE,0.0209880220971861,7.0,15.8372167288099,0.0,0.0,574.260474844908,82.8040715545605,609.274659259259,118.650386625476,09-2017,Seguros de Vida,0.4
119,13.0,A,GESTION,0.00163917870878825,0.0,7.182480185855,0.0,0.0,0.0,85.5957211033244,1.72007407407407,0.0,09-2017,Seguros de Vida,0.03
120,14.0,A,HSBC VIDA,0.364407338858982,149.0,7.21641878437375,0.0,0.0,133.485837495676,91.9919474150499,153.171374709079,103.990859759851,09-2017,Seguros de Vida,6.94
121,15.0,A,INSTITUTO SALTA,0.159994107497969,14.0,15.0801014208699,0.0,0.0,870.603173820511,76.8440044502259,84.9607754190089,26.5499002028645,09-2017,Seguros de Vida,3.05
122,16.0,A,INTERNACIONAL,0.0,135.0,3.52964797502822,527.938815275922,527.938815275922,527.938815275922,96.435298132394,747.815308333333,0.0,09-2017,Seguros de Vida,0.0
123,17.0,A,MAÑANA,0.153953093993976,0.0,48.8583202541228,229.341421114869,242.346276570545,250.27921590131,15.4868959687831,0.133156327648633,12.5046017017828,09-2017,Seguros de Vida,2.93
124,18.0,A,MAPFRE VIDA,0.162048800116772,234.0,41.7313585506338,170.394233579088,170.394233579088,109.157895396259,54.7627403574735,8.219687329554,4.35002888729866,09-2017,Seguros de Vida,3.09
125,19.0,A,NSA,-4.10381025009729e-05,0.0,4.71229543047146,0.0,0.0,0.0,93.8382829029819,6.81031111111111,0.0,09-2017,Seguros de Vida,-0.0
126,20.0,A,OMINT,0.0,0.0,3.73798933136999,0.0,0.0,0.0,95.3788278571965,10.4701833333333,43.8276196574965,09-2017,Seguros de Vida,0.0
127,21.0,A,PEUGEOT CITROËN,0.0877824569911671,0.0,22.9182367457512,468.626167859968,468.626167859968,468.626167859968,76.3849575913925,58.4538822437483,6.61916242452097,09-2017,Seguros de Vida,1.67
128,22.0,A,PIEVE,0.0491402353454813,0.0,12.9657229875586,348.478367501806,412.629201661418,256.464690358541,63.6154653449122,9.75875524010712,0.0,09-2017,Seguros de Vida,0.94
129,23.0,A,PLENARIA,0.0980669701500329,0.0,8.99425602099563,266.581061782592,272.63173303095,262.216467638133,89.2941499072929,117.206379607829,0.0,09-2017,Seguros de Vida,1.87
130,24.0,A,POR VIDA,0.0,0.0,0.528473405154751,0.0,0.0,0.0,15.8058850082807,1.72122222222222,18.3230977605433,09-2017,Seguros de Vida,0.0
131,25.0,A,PREVISORA,0.000935369006510915,0.0,0.385829732887924,0.0,0.0,0.0,13.1822351771559,23.9805111111111,57.3273720549505,09-2017,Seguros de Vida,0.02
132,26.0,A,PROVINCIA VIDA,0.15167851782323,9.0,2.88282859064803,0.0,0.0,147.499105348738,96.6124303605177,35.9263714290422,461.434006142223,09-2017,Seguros de Vida,2.89
133,27.0,A,PRUDENTIAL,0.489661952005739,9.0,1.69518856671915,0.0,0.0,127.808965373689,96.0343532867279,149.883642408547,65.9516327108727,09-2017,Seguros de Vida,9.33
134,28.0,A,SAN GERMAN,0.00225629260955874,0.0,61.378412094133,0.0,0.0,0.0,2.66732998084769,1.10826666666667,0.0,09-2017,Seguros de Vida,0.04
135,29.0,A,SAN PATRICIO,0.0,2.0,2.29022969731601,0.0,0.0,0.0,85.2148447315,20.5903333333333,0.0,09-2017,Seguros de Vida,0.0
136,30.0,A,SANTA LUCIA,0.00534773558255488,0.0,30.1273873994509,0.0,0.0,321.054183419415,67.7539414908716,69.2907555555556,30.6216083984512,09-2017,Seguros de Vida,0.1
137,31.0,A,SANTÍSIMA TRINIDAD,0.00546201158660682,0.0,4.00317535143517,0.0,0.0,0.0,88.2818870898453,17.4463666666667,0.0,09-2017,Seguros de Vida,0.1
138,32.0,A,SEGUNDA PERSONAS,0.182481385359144,183.0,37.6072136467427,216.531973728522,216.531973728522,120.891766118485,56.4773894383995,217.702093441975,334.868694292696,09-2017,Seguros de Vida,3.48
139,33.0,A,SENTIR,0.0278525901404614,0.0,22.5065162430275,0.0,0.0,0.0,1.13050128301986,45.7744055555556,0.0,09-2017,Seguros de Vida,0.53
140,34.0,A,SMG VIDA,0.274867267145254,203.0,10.6664352975495,934.318441911473,0.0,218.426494609967,83.9442753955567,287.077759741071,25.6667236923695,09-2017,Seguros de Vida,5.24
141,35.0,A,TERRITORIAL VIDA,0.000965866586032332,0.0,5.13600958748371,0.0,0.0,0.0,72.059862870891,1.32973333333333,0.0,09-2017,Seguros de Vida,0.02
